Email,Address,Avatar,Avg. Session Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent,Cart_Abandonment_Rate,Returns_Per_Year,Customer_Service_Calls,Products_Viewed,Wishlist_Items,Payment_Method_Changes,Reviews_Written,Discount_Used_Percentage,Days_Since_Last_Purchase,Average_Order_Value
lamryan@curtis-garcia.net,"96393 Joshua Rapids
Jonesview, VA 58733",LavenderBlush,34.642669758092204,11.866481205181705,37.71777057005867,4.003325039023281,555.068394054576,0.2060809470726902,0,9,91.0,12,2,20.0,14.0,207,111.68
alexandra26@summers-davis.com,"Unit 7032 Box 7016
DPO AE 44749-2992",Navy,32.83694076702139,10.25654903128796,36.14390845634163,0.7895199078816915,256.67058229005585,0.19759585735163343,2,4,120.0,0,1,17.0,22.0,48,110.36
ocortez@gmail.com,"4800 Ashley Spur Apt. 347
Dannyfort, GA 23352",MediumBlue,32.29964716350497,12.168596472860555,37.073616172195656,4.403369830866465,547.1109823629461,0.48920422190097823,0,4,148.0,9,0,15.0,28.0,136,182.69
melinda39@morton.info,"13693 Cox Falls Apt. 693
Padillaview, PW 28998-0386",Moccasin,31.94801742116136,13.085356892368791,37.60565280041329,2.648596770203317,461.92087689289787,0.2572390898667042,1,5,125.0,1,1,15.0,22.0,201,184.33
lisa94@jackson.com,"40288 Stephens Corner Apt. 221
West Stephanie, OK 55617-4332",CadetBlue,32.72731919612472,13.013375627349651,36.65127791701514,2.367848224385222,458.3769106506301,0.45681862207084534,2,6,155.0,9,2,14.0,7.0,250,186.38
lucastaylor@yahoo.com,"63872 Chavez Lodge
Danielton, NJ 85847",MediumTurquoise,33.94624061993669,10.9839767277944,37.9514894585739,3.0507129732180167,436.2834981467513,0.35245545039890513,1,7,124.0,11,0,10.0,29.0,314,97.08
apark@walsh-obrien.net,"28942 Bradford Crescent
New Morganfurt, MD 77162-0478",DarkGreen,32.35147815076609,13.105158522307253,35.57484166706179,3.641497161540088,532.9352188376637,0.41792452141665937,2,7,42.0,7,1,7.0,20.0,357,153.66
dominguezmaria@gmail.com,"1768 Rosales Ford Apt. 793
Lake Markbury, SC 31567",RoyalBlue,34.173752023676585,12.144748536704864,37.25803145871123,3.397363092819078,512.5525343564015,0.3010548372420768,4,1,105.0,4,2,22.0,12.0,318,90.74
jimmy11@hardin.com,"496 Bush Turnpike Apt. 674
Donnabury, OR 32596-0079",DarkGoldenRod,32.97518182625784,13.90991551102909,37.79223754313027,4.297686524285517,630.4227632299235,0.3307615538505436,3,8,164.0,11,1,4.0,17.0,295,78.59
patriciajackson@jenkins.info,"981 Matthew Valley Apt. 621
Lake Tracyburgh, NM 33288-1364",Thistle,32.00475302036483,11.395209434440888,37.33281445580523,3.803364999065175,463.74598112062944,0.29700707752754557,4,6,45.0,10,2,6.0,5.0,314,77.69
rayvanessa@fischer.com,"2583 Mark Springs
Lake Robert, AL 40928",White,34.19705969450868,13.033566182687188,37.07679515601331,2.6334199887174443,493.18021624931,0.17809719511921782,1,3,106.0,6,2,16.0,6.0,209,101.32
gharrison@davis.com,"04140 Cameron Brooks Apt. 724
South Laurenberg, HI 08562",MediumSpringGreen,33.177204666060376,11.622777173031125,35.96889569049678,3.634093727357596,501.2091726816533,0.38898084610460215,3,3,131.0,1,0,18.0,27.0,355,114.49
alexandermichael@hotmail.com,"2086 Lisa View
Ortegabury, MI 43544",WhiteSmoke,32.69323953887129,12.600750401563928,37.37011822360151,3.467014066009709,501.9282648732441,0.21230894497634234,2,7,98.0,7,2,5.0,3.0,211,174.64
christopher66@hotmail.com,"388 Kelly Pike
West Jeffery, DE 44039-7785",BurlyWood,31.625360134830608,13.187910985159364,37.06708996741924,1.4943108951995074,376.3369007569242,0.10972638657258155,3,3,152.0,10,1,14.0,14.0,192,67.98
archeremily@baldwin.com,"USCGC Hernandez
FPO AE 53064",YellowGreen,31.260646869879523,13.266760352944496,36.97119509745716,2.267251114447051,421.3266312569514,0.35818891836286715,0,5,111.0,5,2,7.0,18.0,44,160.24
hornesteven@gmail.com,"91425 Roy Trail
Rivaston, NE 34949-2588",White,31.720769900287312,11.752343171850052,38.57360522634684,5.023934200606659,538.774933478023,0.17084427176281958,3,4,77.0,7,2,22.0,7.0,29,129.72
william28@gmail.com,"16763 Melissa Creek Suite 367
North Keithland, PW 29458",Cyan,32.922610758349414,11.56811634209842,36.90937820695247,2.471750669720034,398.163468533652,0.4761834337411658,0,2,111.0,0,0,20.0,32.0,59,93.19
karenosborne@yahoo.com,"81814 Pratt Squares Suite 460
North Robert, GU 77741-1307",SlateBlue,32.68624509039022,12.63857212219212,36.097220934711,4.297737481971207,571.4710341154246,0.4815714308010349,3,9,166.0,14,2,6.0,11.0,71,123.92
chansen@holt.com,"2380 Fisher Neck Suite 233
Brianland, AZ 34453-0625",LightSkyBlue,34.05094675856064,11.388644575171451,39.08156474568163,2.4369588757864635,451.6286105401996,0.46594575608817945,0,1,87.0,0,2,21.0,12.0,92,94.99
hallthomas@lane.com,"22630 Bell Centers Suite 030
North Danielport, FM 31756",DarkTurquoise,32.454552537551066,11.82298329832392,36.94612578169275,3.656983926688144,490.6004425003995,0.24806348010217777,1,8,99.0,11,1,11.0,13.0,265,139.41
taylorkimberly@yahoo.com,"0030 Mathis Square Suite 154
South Jadehaven, AR 33997-4450",Gainsboro,31.28344747605816,12.725677367222987,35.96566746423624,5.000243360514445,591.7810894256675,0.10618264661154697,4,9,166.0,6,0,22.0,12.0,220,115.08
clester@yahoo.com,"76778 Underwood Knoll
New Gregory, ID 57323",LightCyan,32.98002919845364,11.201159766003189,37.68933697894965,2.412830960970926,409.0704720533178,0.4713274250350902,2,8,171.0,7,0,8.0,2.0,215,74.66
pvega@hotmail.com,"61629 Johnson Underpass
New Eric, MI 92352-5044",LightCoral,31.909626827522736,11.34726361146273,36.32365246819823,5.314354141170213,563.4460356732392,0.2712736593269257,3,0,169.0,12,0,10.0,27.0,277,67.49
vmartin@yahoo.com,"30242 Rubio Forest
Port Kyleland, VA 18339-5779",Turquoise,34.40240964824356,14.220979108167343,37.52319665049046,4.0777750980104255,647.6194557251926,0.48666192761746785,4,9,83.0,2,2,11.0,33.0,64,132.0
andreperez@hotmail.com,"17463 George Ports
East Julianborough, WY 68291",DarkOliveGreen,32.95976431107423,11.546275759510358,36.947953692845566,3.2750706813095327,448.34042501104767,0.4854479908357011,2,2,115.0,4,0,8.0,10.0,346,185.36
anntaylor@hotmail.com,"PSC 1634, Box 8167
APO AA 49814",Teal,33.780156763295054,11.91763618310149,36.84473381504451,3.634996006306897,518.7864830920807,0.441203782186944,2,7,184.0,11,2,20.0,24.0,292,101.59
hickmanelizabeth@yahoo.com,"12641 Greer Track Apt. 183
North Mitchell, IA 77991-6276",DeepPink,32.6729435250038,12.276056984463208,37.19279353222784,3.9824715131070567,523.6339351357243,0.2177795568278343,0,5,72.0,0,2,8.0,26.0,245,159.95
halljohn@yahoo.com,"311 Savannah Ramp Suite 245
Carlsonbury, LA 08453-6035",MediumTurquoise,32.72852076313786,10.131712461927217,34.84561239331277,3.287701824074408,393.8573709860865,0.2540390914407701,1,4,57.0,6,1,6.0,29.0,62,148.8
cohensean@yahoo.com,"3751 Green Loaf
New Julia, VT 20897",DarkCyan,33.40992258786484,12.026942222615626,36.13389429009422,2.3133498845806395,426.154547713103,0.44045466860674276,1,4,195.0,4,1,22.0,15.0,332,189.73
jmartinez@anderson.org,"14889 Page Prairie
Dennisville, NV 27982-4210",PeachPuff,31.72420252384518,13.172287495263063,36.19975347391624,3.557813698186695,503.3878872879605,0.22676880206251107,4,5,125.0,7,1,5.0,13.0,170,173.15
cbrady@gonzalez-miller.com,"193 Ashley Plaza Suite 706
Hernandezport, WV 71270-7338",Aqua,32.711119299295326,12.326291385476884,36.67387835766538,3.350279287544909,482.6024673294826,0.16779709867443698,1,6,34.0,12,1,14.0,13.0,269,134.99
pkline@hotmail.com,"PSC 6338, Box 7637
APO AA 22066",MediumTurquoise,33.1366552476793,13.891313421778491,39.22071295098572,2.9070949348220267,524.7976275698039,0.32272050498334004,3,0,122.0,7,1,16.0,24.0,267,148.55
martha91@garrison.net,"360 Albert Spring
South Tylerbury, VA 92641-9077",HotPink,34.37939438496412,12.930928541308226,36.36024719793431,3.7927119551515887,574.6548433659395,0.47446190966431245,1,8,133.0,8,2,18.0,28.0,54,184.76
maureenlopez@gmail.com,"82537 Alice Centers
Gregland, OR 71749",SeaShell,35.530904145898624,11.379257182400217,36.63610411908917,4.029453828152192,574.7472196620896,0.37841191866998924,4,2,96.0,6,2,15.0,9.0,16,109.93
russellbaldwin@ferrell.info,"295 Michael Keys Apt. 706
Ericfurt, KS 09476",Orange,33.24726795047748,14.069382336483995,38.99332245115573,4.978475793470261,660.4251842914138,0.32802446803574603,1,3,197.0,10,0,14.0,16.0,8,99.02
amandastanley@yahoo.com,"38528 Jerry Valleys Suite 027
Jonesstad, NY 74787-2691",CadetBlue,32.096108993845185,10.804890557641668,37.37276214632111,2.6995620549722683,375.3984554102431,0.13887059750830744,3,9,31.0,0,2,10.0,30.0,104,51.62
george02@hotmail.com,"3286 Lynch Field
Henrychester, RI 41833-7902",LightCoral,35.039283064909725,14.426491050422625,37.37418350489759,3.9306153266132897,640.1877400085721,0.34600289067966794,0,0,26.0,12,2,8.0,28.0,59,173.98
swilliams@ball-arroyo.com,"450 Samantha Valleys
Collinsborough, KS 37205-9891",Orchid,32.55052657442161,13.041244588162265,36.655208083959465,3.456233823526301,514.0098178487356,0.4960215400417053,4,9,108.0,2,1,20.0,33.0,313,170.15
taylorjared@foster.net,"601 Mitchell Estates Suite 922
Port Daniel, WV 83595",Crimson,32.58249357081853,11.739743796165987,36.85481082475086,2.1820169698233887,376.496840718537,0.15603360609460962,0,2,49.0,7,2,23.0,25.0,40,65.67
keith13@yahoo.com,"81830 Katie Squares
Port Austinland, FL 73522-0761",LightGoldenRodYellow,33.29698192462649,12.49105873801881,38.238940853091385,2.7095266269292764,484.5198091105511,0.3073318609454947,0,1,95.0,2,1,12.0,15.0,237,136.53
schmidtdenise@hotmail.com,"06392 Matthew Viaduct Suite 000
Lake Ronald, NY 45787-0181",DarkGoldenRod,33.108336148346,12.892374513653694,36.52738830431376,4.594116864603191,614.7296376283244,0.45094922877118215,0,1,71.0,7,0,17.0,22.0,94,119.6
jasmin20@salas.com,"634 Nancy Shoals Suite 241
South Barry, AR 52307",HotPink,33.902717794463925,11.668866514553862,37.34126616101072,4.25698328967803,567.4750105270774,0.39630744710168175,2,0,179.0,0,0,15.0,24.0,222,67.81
christophermorrison@mcguire-carter.biz,"90089 Eric Well
Nicoleside, MT 95918",Blue,34.55528258670921,11.777772039564963,37.97982686004657,3.784273087078304,554.003093429799,0.37880629639810726,2,7,140.0,4,2,9.0,6.0,204,197.09
deborah51@yahoo.com,"4190 Shelton Harbors
North Christopher, RI 60962",Violet,33.73264839262621,12.138793877121689,36.853882459920776,1.62341960945622,399.98387159812256,0.38099363359484373,0,2,177.0,3,0,20.0,18.0,138,82.2
melindahartman@gmail.com,"3761 Jared Mountain
Nicholasport, WY 51181",Pink,31.60051220030329,12.222967446546058,36.8227532265912,3.4145062403052493,479.17285149109694,0.24379646048790207,4,2,176.0,4,2,22.0,25.0,300,60.09
sharper@yahoo.com,"239 Bush Fall Apt. 906
Riveraville, KY 88906-3319",SandyBrown,34.318927438542204,13.402331896928285,37.29204470528371,3.6060868889081727,585.9318442972224,0.21743673770579736,3,5,35.0,7,0,22.0,9.0,207,139.23
jessicabrewer@simmons.net,"5052 Mccoy Passage Apt. 328
Teresaport, FM 97139",LightBlue,34.00648891839723,12.956276605432244,38.655094538522064,3.275733705185027,540.9957391083377,0.4237444621914055,3,7,156.0,9,1,19.0,27.0,336,160.83
beckycarson@jones-brown.biz,"78787 Mitchell Lights
Matthewville, AZ 30310-0130",Gold,33.54047906012372,12.884124621344766,36.22604169397467,5.007271986589903,628.0478039330167,0.4240453578716723,1,8,71.0,14,1,15.0,23.0,81,54.87
jennifer24@hotmail.com,"46954 Melissa Corner
North Amanda, LA 34844",SteelBlue,34.43642583784763,13.325469096138631,36.76860309148005,3.37125811322392,582.4919237338106,0.4468289274320415,4,8,60.0,13,1,15.0,32.0,218,148.81
jeremy00@yahoo.com,"45442 Barber Key Apt. 882
South Jaclyn, NM 24367-3001",FloralWhite,33.55169913754013,12.15858523387948,36.57513377612486,5.453969474611709,640.7861663983061,0.4652962210225885,2,3,67.0,3,1,23.0,7.0,2,129.84
wellsjuan@schroeder.com,"0338 Francis Junction
Lake Alexstad, NH 14302",Green,31.818616566769062,11.22654566351062,35.669935165958194,3.7558693892629655,446.4186733701357,0.3045369595443751,0,4,37.0,10,2,9.0,12.0,178,65.49
gregorystewart@hotmail.com,"232 John Haven Suite 456
Johnsonhaven, VT 90106-0173",PaleGoldenRod,32.36312129411639,12.461135435006732,37.74560774187829,4.664258497238649,570.6300980875259,0.30060651787487985,1,1,66.0,3,0,7.0,23.0,346,75.88
tammyjones@griffin.com,"0859 Audrey Isle
South Zachary, AS 09138",Navy,33.191570884444964,9.846124908736233,36.876313233417314,3.8066709485629935,423.3083340974698,0.4193180715867101,3,8,198.0,14,2,9.0,13.0,279,135.2
djohnson@hotmail.com,"5358 Stephen Parkway Suite 894
Kimview, MN 17436-4528",Coral,32.19249882778649,13.32541218598226,36.897294609068695,5.049927474652407,616.6602860166826,0.35998557231110606,2,7,110.0,2,1,14.0,26.0,146,94.45
kenneth27@smith.com,"721 Robert Viaduct Apt. 052
Lake Olivia, MO 93807",DarkGreen,32.60790271932764,13.677245841523792,37.74469969514907,2.871947536151015,530.3624688854229,0.38078675090308134,2,2,93.0,6,2,4.0,26.0,318,190.75
johnathan33@yahoo.com,"836 Amy Villages
Hannahside, RI 09207-2616",LightSteelBlue,32.26200310699493,11.644969546399302,37.02687697079434,3.2367328142505314,442.3631173838644,0.41831706777444044,0,8,68.0,2,0,18.0,6.0,224,172.81
carrillojacob@perry-larsen.com,"909 Hicks Mountains
Gabriellaport, MD 33121",Aquamarine,32.27184828087499,13.485008988077055,37.55088041321525,3.086337272317325,511.9798599920658,0.4560021367270265,3,2,131.0,11,2,14.0,19.0,62,197.54
greenelizabeth@edwards.com,"54051 Jenkins View
East Danielshire, IN 32905-7784",DarkViolet,33.79512493081247,11.620996507575208,38.4194685327455,4.559699083258959,560.4437921717631,0.23519806274061433,4,8,145.0,2,0,22.0,20.0,294,88.95
denisemorrow@johnson-james.net,"24458 Hudson Square
Hallside, PA 68038",MediumSpringGreen,31.654809675692764,13.014459152355208,37.78903634703419,3.0102097779609496,475.26342372754846,0.2502331810559776,2,1,194.0,10,2,21.0,14.0,239,195.46
wandaphillips@leonard.com,"149 Monica Vista Apt. 908
Jasonberg, TX 19632-8886",OliveDrab,33.07773079450243,11.466984219092826,35.675727630820134,1.80922959177631,374.2696745439231,0.1375927759363476,0,9,43.0,9,0,20.0,30.0,195,114.69
zachary94@gmail.com,"99902 Scott Road
Joyton, MT 46760-7400",Purple,31.312349599444342,11.684904192367505,38.71707629773135,3.594295099901167,463.59141802794056,0.3313120563984696,4,8,174.0,4,0,22.0,28.0,166,102.13
ppowell@gmail.com,"74260 Carly Mews Suite 703
Jonesberg, OR 39594",BlueViolet,32.87273861448019,12.09396635537946,36.62077385548951,3.049195743789432,471.602884392892,0.11437690951869683,3,7,130.0,4,1,17.0,24.0,222,57.55
bhill@pierce-kane.info,"3324 Branch Squares Suite 221
Riddleton, OK 34594",RoyalBlue,33.708153408093004,14.325654943309248,35.7218273299056,3.6343402240734415,626.018672655394,0.2862392072529841,2,8,103.0,13,0,21.0,25.0,61,57.91
matthewgraves@mills-shaffer.com,"66636 Jason Parkway
Kellyside, NV 67033",DarkSeaGreen,33.908565031728365,12.914846634589116,39.06886445133981,1.4823596439649784,432.47206125141577,0.31705785388303065,4,4,70.0,5,1,22.0,15.0,129,153.8
nwagner@yahoo.com,"Unit 2079 Box 7792
DPO AP 47668",AntiqueWhite,32.312909745943095,9.8244017703894,35.74277912557426,2.921350140816143,356.6155678900057,0.21461650085131379,4,1,139.0,7,1,18.0,31.0,173,118.69
jamesfaulkner@hoffman-wolfe.org,"Unit 0474 Box 0661
DPO AP 48938-3469",Blue,34.394326648449855,12.807751833234732,38.55103028983871,1.8100798764120296,467.4278485003528,0.3363333042276043,4,7,147.0,9,1,18.0,23.0,156,83.98
phillipscarrie@gmail.com,"625 Andrew Locks
Madisonside, AZ 74068",FloralWhite,32.42330472721988,13.05827792714326,37.26387556144864,3.373104673991114,503.2173931191067,0.11220009997561978,2,5,166.0,5,2,7.0,25.0,110,142.1
samantha84@cortez.com,"960 Miller Union
East Virginiastad, MS 74191-2346",Navy,33.539396346976595,10.534553499461076,37.03479128933126,2.2147975193939367,378.4735664479011,0.11493927549968577,2,7,47.0,14,2,10.0,28.0,269,87.93
edward29@knapp.com,"4029 Gerald Cape
South Laurenborough, SC 19130-5133",DarkOrange,33.37401692609311,11.143433077943628,35.94639914639545,5.454463277564527,584.2183134866808,0.42904022426386335,1,4,58.0,11,2,16.0,14.0,356,136.64
hannahgilbert@gmail.com,"6961 Mary Stravenue Suite 857
Hilltown, TX 52813-7703",Aqua,33.79475594486519,10.982805534662877,34.81063145023747,3.201801722174991,451.7278633175868,0.24407625656450516,3,9,73.0,0,2,5.0,27.0,278,103.88
lschroeder@gmail.com,"93101 Shannon Common
South Destiny, ND 30379-2855",Ivory,33.7709000976483,11.153966054877388,37.24032955207884,4.729484541572504,557.6341089957288,0.15082420506075392,0,1,37.0,14,0,19.0,11.0,74,173.53
thomaswendy@yahoo.com,"449 Amanda Tunnel
Joshuahaven, CO 15377",LavenderBlush,31.309192640891823,11.947175323941773,36.19083323650043,3.205529764506833,432.7207178399336,0.3088973040219217,4,5,91.0,7,0,12.0,14.0,207,173.1
fuenteskathryn@schmidt-johnson.org,"839 Heather Cliff
South Blake, SC 90412",Cyan,33.612563354981084,11.47056500466582,37.0616887661275,3.802511438790271,506.4238599698002,0.4079974212394444,1,4,43.0,7,2,11.0,14.0,279,121.6
melissa08@rowe.net,"13799 Cortez Inlet Suite 733
East Stevenshire, AL 32757",Tan,33.39826012958678,11.03785041365591,38.61733445368848,4.116340467131812,510.1598172791045,0.1863284109987373,0,4,163.0,8,0,23.0,33.0,326,102.62
bradleysmith@barber.com,"581 Gilmore Port
Heatherville, MS 20879",PaleVioletRed,33.622591840455804,11.167356897497289,35.62658733096311,5.462500764129899,587.5747994806404,0.34915619032760015,1,0,41.0,8,0,16.0,31.0,340,104.38
morganorozco@hotmail.com,"0001 Mack Mill
North Jennifer, NE 42021-5936",LightPink,30.4925366965402,11.562936246652605,35.97656497174036,1.4816166268553612,282.4712457199145,0.1341389859975072,2,1,56.0,1,1,20.0,23.0,357,170.86
johnsonhannah@gmail.com,"634 Robert Hill Apt. 800
Coxtown, OK 32430",Thistle,31.90485713101361,12.22772827968665,36.98591347608606,3.771420131891554,473.94985742281614,0.12067268846744308,4,7,101.0,14,1,20.0,26.0,340,99.23
javier02@landry.net,"Unit 7029 Box 3429
DPO AE 56975",CadetBlue,33.0264203526517,13.18681287300118,38.06692960186935,2.898299577888636,489.90805309753534,0.3125418526272592,0,2,148.0,1,1,20.0,20.0,204,81.36
lmalone@gmail.com,"USS Beasley
FPO AP 50556-7615",AntiqueWhite,32.975192902963855,13.394451788942057,37.80697766984659,3.5690465158585187,541.9722037582585,0.3162540486440426,0,9,140.0,2,1,4.0,32.0,161,62.7
brandon77@richardson.com,"109 Jessica Manor
North Patriciashire, PR 84726",GhostWhite,30.81620064887634,11.85139874307314,36.92504303887863,1.0845853030221226,266.086340948469,0.3549719605992826,0,2,75.0,0,0,11.0,16.0,28,120.0
bhamilton@shaw.biz,"036 Mary Drive Apt. 581
Port Brandytown, FL 66143",DarkOrchid,33.91401511732236,12.266503838947584,36.57503097579012,3.0234744460455456,494.6871558102853,0.3904365334890646,0,7,50.0,3,2,22.0,14.0,257,122.32
randyrobinson@hotmail.com,"14548 Hayes Isle Apt. 436
Garciaville, IN 65366",DarkGray,33.30267220801569,13.459222289832477,36.33952101023726,5.56638489205681,689.7876041747194,0.49034083178501386,0,7,180.0,13,0,9.0,10.0,165,176.14
ecruz@yahoo.com,"08111 Barry Highway
Bentonberg, GU 13706",Gainsboro,31.912075929200608,11.792971821961505,36.25781911850192,2.3951681299791368,387.5347163057077,0.30652013932047817,1,1,179.0,3,0,6.0,26.0,63,83.19
wrightdanielle@gmail.com,"508 May Highway
Port Jacobview, MN 31932",DarkSalmon,32.40855895733437,10.98574015235435,37.36839124072731,3.5048334855203,441.8966315178863,0.2291825891764984,4,7,57.0,13,0,8.0,26.0,22,107.15
deandanny@yahoo.com,"9781 Lopez Spurs Apt. 300
Fitzgeraldborough, MA 89035-4317",Ivory,32.64461690576892,12.637557159364276,36.5170857636486,5.226687712532107,604.8413188212227,0.41807447790748153,2,0,159.0,8,1,16.0,17.0,70,171.26
dblair@gmail.com,"190 Kelley Burg
West Juliaport, IA 35826-8163",MediumSlateBlue,34.10227850874102,8.508152176032603,35.46240008104617,1.8382107022501144,302.189547809652,0.2083329005048297,2,5,166.0,8,1,18.0,3.0,96,173.54
veronicapruitt@hotmail.com,"Unit 7502 Box 8345
DPO AE 53747",Cyan,33.24850620315415,11.656592033851751,36.54860515461888,3.363411393785737,479.6148116731426,0.2755885682822544,2,7,128.0,8,1,17.0,29.0,163,107.69
davischristina@hotmail.com,"49352 Avila Terrace Suite 624
Amandaland, GA 99736",SeaGreen,34.72908016563062,11.966898076780602,36.54759627699103,2.957448756503683,506.132342437705,0.1313825525369064,2,2,187.0,9,2,19.0,3.0,79,118.87
douglasdunlap@boone-rose.com,"093 Larson Ports
West Kathryn, OK 91243",Purple,30.3931845423455,11.80298577760313,36.315763151803424,2.0838141920346707,319.9288698031936,0.11014029736618301,1,7,181.0,6,0,21.0,23.0,5,95.49
david28@wallace-hill.org,"43382 Heather Meadows
New Lisaburgh, WI 19151-0302",LightBlue,33.3841105711181,12.677401437121034,35.622530591605994,3.680847338174777,528.3092250312227,0.48505936587117005,3,0,169.0,13,2,14.0,33.0,316,189.88
williammoore@rose.com,"686 Baker Fords Suite 893
East John, IL 50171-9547",Brown,32.878474365657695,13.032534975943191,37.87095205416159,4.693732057983859,610.1280331303979,0.4343920482048823,4,8,25.0,14,1,6.0,18.0,120,67.8
angela25@walker.com,"456 Eric Views
North Amanda, MS 98876-3102",Chocolate,34.501417852783966,12.44761745405695,37.53453024067718,4.008352234634593,584.1058850493533,0.37838968243747917,0,8,200.0,1,2,13.0,11.0,302,190.06
arice@reynolds.info,"740 Marshall Squares
Davidbury, AL 94251-0846",Thistle,33.56647438959015,12.235659245108506,37.27757337619507,2.532044061507893,466.4211988217437,0.263581177765708,3,4,100.0,9,0,13.0,24.0,178,152.58
adam75@gmail.com,"9991 Macdonald Squares
Vasquezborough, WY 73586-4597",Purple,32.8487928288471,10.973162084317348,36.60950715426321,2.8709869096996963,404.8245288726869,0.16931772802833833,2,9,154.0,4,0,19.0,27.0,176,129.74
charlesgutierrez@hotmail.com,"363 Kathleen Underpass
Ashleyside, PR 98964",MistyRose,33.531860130613246,13.665769794267849,36.90022076162611,3.515688256202335,564.7909690079206,0.1625748170684344,3,3,113.0,3,1,15.0,20.0,217,54.9
codyandrews@hotmail.com,"63010 Reyes Creek Apt. 569
West Catherinetown, MN 67491-6816",Indigo,33.41906734548329,13.391120179234008,37.19419104646396,4.06991661858986,596.516697973153,0.20009715926583815,4,5,112.0,11,1,5.0,33.0,56,121.34
wheelernancy@hernandez.com,"66340 Michael Lane Suite 878
West Brian, LA 69137-1147",Gold,32.495418773654315,12.96832561098067,38.296110372778266,1.2004838567566694,368.65478494706446,0.3196906658824482,0,6,117.0,10,2,12.0,3.0,187,111.16
drew27@ryan-thompson.com,"4475 Lopez Stravenue Apt. 690
Smithchester, NV 84347",PeachPuff,33.67402747501462,12.968893130527093,37.33310741829708,3.22945090446699,542.4124767293989,0.385838369080025,0,4,30.0,7,1,6.0,18.0,232,74.18
suzanne63@gmail.com,"229 Eric Mountains
New Caleb, PA 00396",LightSalmon,33.26463207316392,10.732131340303663,36.14579171248221,4.086566338485993,478.26212639683575,0.3640789506870925,4,9,117.0,1,1,18.0,26.0,255,148.46
mitchellscott@gmail.com,"3976 Tom Streets Suite 438
Port Davidtown, AL 55334-2369",DarkOrange,32.76245596030955,10.952353380458652,37.64629178743077,4.019470351595002,473.360495571661,0.21197355877837715,4,8,130.0,5,0,6.0,30.0,104,195.67
laurajimenez@gmail.com,"06103 Erik Fields Suite 781
Jonesmouth, GA 49931-3078",SlateBlue,33.47947160188164,12.60888879370027,37.22939451627662,4.205903889533483,559.1990479544186,0.4819461122652776,2,2,97.0,12,1,22.0,10.0,77,134.33
rogersheather@hamilton-jensen.org,"510 Michele Port
East Angela, HI 23618",MintCream,33.785207205733194,13.039511025284968,36.31272657154038,2.0181946292873114,447.1876443054186,0.3951587666783074,0,6,62.0,4,1,21.0,26.0,230,157.21
ievans@hotmail.com,"2064 Poole Groves
North Chrisland, SC 78169",NavajoWhite,33.21718784289895,10.999683661085925,38.44276668680506,4.243812816726185,505.23006828207065,0.3217416210045603,3,9,163.0,14,0,11.0,21.0,258,60.27
john85@rodriguez.info,"57120 Frank Keys
Jerryborough, DC 81028-0939",Tomato,31.128090049616628,13.278956228597716,37.38718052656558,4.626075291951958,557.2526867470547,0.34468829849374094,1,9,182.0,11,0,20.0,17.0,264,112.65
phillipsmark@byrd.net,"6734 Perez Trafficway Suite 395
Nunezland, NC 83245",DarkSeaGreen,33.36951735608769,10.62794922615627,38.04031366664072,3.00295702283384,422.3687366068266,0.267840024971116,1,4,93.0,1,2,11.0,7.0,331,67.45
elizabeth61@berg-braun.com,"649 King Extension
North April, NY 54175",Lavender,32.837893053239185,13.185181167368498,35.92159518889928,1.823595182991803,445.0621855089249,0.199092395800463,4,6,79.0,10,1,10.0,28.0,182,141.92
dbenson@simpson.net,"732 Heather Place
North Michael, VT 92527",DodgerBlue,30.574363684171367,11.351049011250833,37.08884657968332,4.078308001651641,442.0644137580656,0.24238907146050465,2,1,192.0,9,0,10.0,9.0,256,190.77
stephaniehill@hotmail.com,"8248 Parker Overpass Apt. 024
Lake Pamela, WY 44322-1735",Wheat,32.27459383033916,12.954811454937932,37.1088163801084,3.689916615447592,533.0400601788124,0.4031384441857476,1,3,65.0,14,2,6.0,13.0,38,149.27
davisbriana@gmail.com,"15298 Erickson Shore Apt. 056
South Patrickfort, MD 16503-3145",MediumVioletRed,33.14423399987652,11.73704063527238,37.93518904595916,2.190132185380053,424.2028270990325,0.10575739545190235,0,1,59.0,0,2,4.0,11.0,176,61.52
kday@gmail.com,"4835 Jessica Walk Suite 205
West Jacob, NH 93681",Magenta,33.4855197629536,11.887345302061831,35.86244707788159,3.2067566975868704,498.635598489176,0.1464290562027665,4,6,107.0,7,1,7.0,29.0,27,103.2
jonathanconner@morales.biz,"920 Anderson Extensions
Greenfurt, GA 19316-3498",SeaShell,31.976480061461288,10.757130926114415,36.59586794587455,1.9770071278430592,330.5944460341002,0.11840105680870111,3,1,140.0,1,1,8.0,22.0,276,132.6
anneingram@miller-alexander.com,"4301 Park Lake Apt. 158
Spencertown, SD 45934",HoneyDew,32.13386240984833,11.612650769570312,39.24880390433504,3.349245382527182,443.4418600624623,0.11629152092758806,4,0,29.0,6,2,4.0,27.0,140,110.48
jeffery48@mcguire.com,"52326 Townsend Centers
Lake Williamburgh, NJ 70568-7463",LightCyan,32.302553103111435,11.97906148391534,38.26906069147024,3.532861579556475,478.600915944333,0.44218423360440295,3,8,77.0,8,0,18.0,11.0,299,175.05
